buggyCode,correctedCode
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int n;
	scanf (""%d"",&n);
	for (k=0;k<n;k=k+1)
	{if ((n%k==0) ||(n%(k-1)==0)  {
	    if(n==k+k-1) {
	        printf (""YES"");
	        else
	        printf (""NO"");
	    }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int n,k;
	scanf (""%d"",&n);
	for (k=0;k<n;k=k+1)
	{if ((n%k==0) ||(n%(k-1)==0))  {
	    if(n==k+k-1) {
	        printf (""YES""); }
	        else
	        printf (""NO"");
	    }
	}
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int s,t;
	scanf(""%d"",&s);
	scanf(""%d"",&t);
	int a[s],b[t];
	int i,j;
	for(i=0;i<s;i++)
	{
	    scanf(""%1d"",&a[i]);
	}
	for(i=0;i<s;i++)
	{
	    scanf(""%1d"",&b[i]);
	}
	int d=(s>t)?:(s+2):(t+2);
	for(i=s+1;i>=0;i--)
	{
	    c[i]=a[i]+b[i];
	}
	for(i=0;i<d;i++)
	{
	    printf(""%d"",c[i]);
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int s,t;
	scanf(""%d"",&s);
	scanf(""%d"",&t);
	int a[s],b[t];
	int i,j,k;
	for(i=0;i<s;i++)
	{
	    scanf(""%1d"",&a[i]);
	}
	for(i=0;i<t;i++)
	{
	    scanf(""%1d"",&b[i]);
	}
	int d=((s>t)?:(s+2),(t+2));
int c[d];
k=t-1;
j=s-1;
	for(i=s+1;i>=0;i--)
	{
	    c[i]=a[j]+b[k];
	    j--;
	    k--;
	}
		for(i=0;i<d;i++)
	{
	    printf(""%d"",c[i]);
	}
	return 0;
}"
"#include<stdio.h>
#include<limits.h>

int main(){
    int n,m;
    scanf(""%d %d"",&n,&m);
    int a[n];
    for(i=0;i<m;i++)
    {for(int j=0;j<n;j++){
     scanf(""%d"",&a[j]);
     }
     int max=a[0];
     for(int k=0;k<n;k++){
     if(max>a[j])
     max = a[j];
     }
     int c[i]= max;
    }
    int min=c[0];
     for(int k=0;k<n;k++){
     if(min>c[j])
     min = c[j];
     }
     printf(""%d"",min);
    return 0;
}","#include<stdio.h>
#include<limits.h>
int main(){
    int n,m;
    scanf(""%d %d"",&n,&m);
    int c[m];
    int a[n];
    for(int i=0;i<m;i++)
    {for(int j=0;j<n;j++){
     scanf(""%d"",&a[j]);
     }
     int max=a[0];
     for(int k=0;k<n;k++){
     if(max<a[k])
     max = a[k];
     }
     printf(""%d\n"",max);
      c[i]= max;
    }
    int min=c[0];
     for(int k=0;k<n;k++){
     if(min>c[k])
     min = c[k];
     }
     printf(""%d"",min);
    return 0;
}"
"#include <stdio.h>

int main()
{
    int n,k;
    scanf(""%d %d"",&n,&k);
    int a[n];
    for(int i=0;i<n;i++)
    scanf(""%d"",&a[i]);
    int max=a[0];
    for(int i=1;i<=k;i++)
    {
        max=a[0];
        for(int j=0;j<n;j++)
        {
            if(a[j]>max)
            {
                temp=max;
                max=a[j];
                a[0]=max;
                a[j]=temp;
            }
        }
        a[0]=0;
    }
    printf(""%d"",max);
    return 0;
}","#include <stdio.h>
int main()
{
    int n,k,temp;
    scanf(""%d %d"",&n,&k);
    int a[n];
    for(int i=0;i<n;i++)
    scanf(""%d"",&a[i]);
    int max=a[0];
    for(int i=1;i<=k;i++)
    {
        max=a[0];
        for(int j=0;j<n;j++)
        {
            if(a[j]>max)
            {
                temp=max;
                max=a[j];
                a[0]=max;
                a[j]=temp;
            }
        }
        a[0]=0;
    }
    printf(""%d"",max);
    return 0;
}"
"#include <stdio.h>

int main(){
  int n1,n2,n_(th),i,term,x,y; //declaration of variables
  scanf(""%d %d %d"",&n1,&n2,&n_(th);
  x=n1;
  y=n2;
  for(i=3;i<=n_(th);i++){
      term=x+y-2;     //x=T(n-2) y=T(n-1)
      x=y;         //Updating T(n-2)
      y=term;      //Updating T(n-1)

      
  }
printf(""%d"",term);
    
    return 0;
}","#include <stdio.h>
int main(){
  int n1,n2,n,i,term,x,y; //declaration of variables
  scanf(""%d %d %d"",&n1,&n2,&n);
  x=n1;
  y=n2;
  for(i=3;i<=n;i++){
      term=x+y-2;     //x=T(n-2) y=T(n-1)
      x=y;         //Updating T(n-2)
      y=term;      //Updating T(n-1)
  }
printf(""%d"",term);
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,j,n;
	scanj(""%d"",&n);
	for(i=1;i<=n;i++)
	{
	    for(j=1;j<=n;j++)
	    if(n%2!=0)
	    {printf(""*"");}
	    {
	      if  else printf("" "");
	}
	printf(""\n"");}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,j,n;
	scanf(""%d"",&n);
	for(i=1;i<=n;i++)
	{
	    for(j=1;j<=n;j++)
	    if(j%2!=0)
	    {printf(""*"");}else
	    {
	       printf("" "");
	}
	printf(""\n"");}
	return 0;
}"
"#include <stdio.h>

int main()
{
	float x1,y1,x2,y2,x3,y3;
	scanf(""%f%f%f%f%f%f"",&x1,&y1,&x2,&y2,&x3,&y3);
	if(((x3>x1 && x3<x2)||(x3>x2 && x3<x1)) && ((y3>y1 && y3<y2)||(y3>y2 && y3<y1)))
	printf(""Point is inside the rectangle."");
	else if(((x3>x1 && x3<x2)||(x3>x2 && x3<x1)) && (y3==y1 || y3==y2))||(((y3>y1 && y3<y2)||(y3>y2 && y3<y1)) && (x3==x1 || x3==x2))
	printf(""Point is on the rectangle"");
	else
	printf(""Point is outside the rectangle"");
	return 0;
}","#include <stdio.h>
int main()
{
	float x1,y1,x2,y2,x3,y3;
	scanf(""%f%f%f%f%f%f"",&x1,&y1,&x2,&y2,&x3,&y3);
	if(((x3>x1 && x3<x2)||(x3>x2 && x3<x1)) && ((y3>y1 && y3<y2)||(y3>y2 && y3<y1)))
	printf(""Point is inside the rectangle."");
	else if((((x3>x1 && x3<x2)||(x3>x2 && x3<x1)) && (y3==y1 || y3==y2))||(((y3>y1 && y3<y2)||(y3>y2 && y3<y1)) && (x3==x1 || x3==x2)))
	printf(""Point is on the rectangle"");
	else
	printf(""Point is outside the rectangle"");
	return 0;
}"
"#include <stdio.h>

int main(){
    int n,i,j,a;
    scanf(""%d"",&n);
    for(i=1;i<=n;i++)
    {
        for(j=1;j<=n;j++)
        
        scanf(""%d"",&a);
        if(i==j)a==1;
        else a==0;
        
    }
        printf(""GIVEN %dx%d matrix is an IDENTITY MATRIX"",n,n);
        break;
        }
    
    scanf(""\n"");
    if(n!=a)
    break;
    }
    if(i==n+1)
    {
    printf(""GIVEN %dx%d matrix is an IDENTITY MATRIX"",n,n);
    }
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i,j,a;
    scanf(""%d"",&n);
    for(i=1;i<=n;i++)
    {
        for(j=1;j<=n;j++)
        scanf(""%d"",&m);
        if(i==j)a=1;
        else a=0;
        if(m!=a)
        {
        printf(""GIVEN %dx%d matrix is NOT an IDENTITY MATRIX"",n,n);
        break;
        }
    scanf(""\n"");
    if(n!=a)
    break;
    }
    if(i==n+1)
    {
    printf(""GIVEN %dx%d matrix is an IDENTITY MATRIX"",n,n);
    }
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
#include <math.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c);
	if {
	if (a>b)
	{
	    if (b>c)
	    printf(""%d"",b);
	    else if ((c>b)&&(a>c))
	    printf(""%d"",c);
	    else if ((c>b)&&(a<c))
	    printf(""%d"",a);
	else if (a<b)
	  {  if ((c<a)&&(c<b))
	    printf(""%d"",a);
	    else if ((a<c)&&(c<b))
	    printf(""%d"",c);
	    else if ((b==c)||(c==a))
	    printf(""%d"",a);}}
	else 
	{ 
	    if ((a==b)&&(a<c))
	    printf(""%d"",a);
	    else if ((a==b)&&(a>c))
	    printf(""%d"",c);}
	return 0;
}}","#include <stdio.h>
#include <stdlib.h>
#include <math.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c);
	if (a>b)
	{
	    if (b>c)
	    printf(""%d"",b);
	    else if ((c>b)&&(a>c))
	    printf(""%d"",c);
	    else if ((c>b)&&(a<c))
	    printf(""%d"",a);
	else if (a<b)
	  {  if ((c<a)&&(c<b))
	    printf(""%d"",a);
	    else if ((a<c)&&(c<b))
	    printf(""%d"",c);
	    else if ((b==c)||(c==a))
	    printf(""%d"",a);}
	else 
	{ 
	    if ((a==b)&&(a<c))
	    printf(""%d"",a);
	    else if ((a==b)&&(a>c))
	    printf(""%d"",c);}
	return 0;
}}"
"#include <stdio.h>

int main()
{
    int n,m,i,j,sum=0,s=0;
    scanf(""%d %d\n"",&n,&m);
    int arr[m];
    for (j=1;j<=n;j++){
        for(i=0;i<m;i++){
            scanf(""%d"",&arr[i]);
        }
        
    }
    for(j=1;j<=n;j++){
        for(i=0;i<m;i++){
            sum=sum+arr[i];
        }
        printf(""%d"",sum)
        if(s<sum){
            s=sum;
        }
    }
    printf(""%d"",s);
    return 0;
}","#include <stdio.h>
int main()
{
    int n,m,i,j,sum=0,s=0;
    scanf(""%d %d\n"",&n,&m);
    int arr[m];
    for (j=1;j<=n;j++){
        for(i=0;i<m;i++){
            scanf(""%d"",&arr[i]);
        }
    }
    for(j=1;j<=n;j++){
        for(i=0;i<m;i++){
            sum=sum+arr[i];
        }
        printf(""%d"",sum);
        if(s<sum){
            s=sum;
        }
    }
    printf(""%d"",s);
    return 0;
}"
"#include <stdio.h>
int main()
{
    int x1,y1,x2,y2;
    scanf(""%d %d\n%d %d"",&x1,&y1,&x2,&y2);
         if(
        ((x1>=(-100))&&(x1<=100))&&((y1>=(-100))&&(y1<=100)&&((x2>=(-100))&&(x2<=100))&&((y2>=(-100))&&(y2<=100)))
        )
         {
             if(x2==x1)
                    printf(""inf"");
             float s;
                s=(y2.00-y1.00)/(x2-x1);
    printf(""%.2f"",s);
         }
         
    // Insert your code here
    return 0;
}","#include <stdio.h>
int main()
{
    int x1,y1,x2,y2;
    scanf(""%d %d\n%d %d"",&x1,&y1,&x2,&y2);
         if(
        ((x1>=(-100))&&(x1<=100))&&((y1>=(-100))&&(y1<=100)&&((x2>=(-100))&&(x2<=100))&&((y2>=(-100))&&(y2<=100)))
        )
         {
             if(x2==x1)
                    printf(""inf"");
             float s;
                s=(y2-y1)/(x2-x1);
    printf(""%.2f"",s);
         }
    return 0;
}"
"#include <stdio.h>
int main(){
    int k,n;
    scanf(""%d"",&n);
    int ip[n];
    int i,sum=0;
    for(i=0;i<n;i++){
        for(j=i;j<n;j++){
            sum=ip[i]+ip[j];
            if(sum==k){printf(""lucky"");break;}
            else{continue;}
            printf(""unlucky"");
        }
    }
    return 0;
}","#include <stdio.h>
int main(){
    int k,n;
    scanf(""%d"",&k);
    scanf(""%d"",&n);
    int ip[n];
    int i,j,sum=0;
    for(i=0;i<n;i++){
        scanf(""%d"",&j);
        ip[i]=j;
    }
    for(i=0;i<n;i++){
        for(j=0;j<n;j++){
            if(j!=i){
            sum=ip[i]+ip[j];
            if(sum==k){printf(""lucky"");return 0;}
            else{continue;}
            }
        }
    }
    printf(""unlucky"");
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>

int main() 
{ int sz,arr[20],c1,c2,c3;
  scanf(""%d"", &sz);
  
  for(c1=0;c1<sz;c1++)
  scanf(""%d"", &arr[c1]);
  
  for(c2=0;c2<sz;c2++)
  {
      for(c3=(c2+1);c3<sz;c3++)
      {
          if(arr[c3]==arr[c2])
          {
              printf(""YES\n"");
              break;
          }
      }
      if(arr[c3]==arr[c2])
      break;
  }
  if(arr[c3]!=ar[c2])
  printf(""NO\n"");
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{ int sz,arr[20],c1,c2,c3;
  scanf(""%d"", &sz);
  for(c1=0;c1<sz;c1++)
  scanf(""%d"", &arr[c1]);
  for(c2=0;c2<sz;c2++)
  {
      for(c3=(c2+1);c3<sz;c3++)
      {
          if(arr[c3]==arr[c2])
          {
              printf(""YES\n"");
              break;
          }
      }
      if(arr[c3]==arr[c2])
      break;
  }
  if(c2==sz)
  printf(""NO\n"");
}"
"#include <stdio.h>

int main(){
    int n,i,j,x=0,y=0;
    scanf(""%d"",&n);
    int a [n];
    for(i=0;i<n;i++){scanf(""%d"",&a[i]);}
    for(i=0;i<n;i++){
        for(j=0;j<n;j++){
            if(a[i]==a[j]){x++;}
        }
        if(x!=a[i];){y++;}
    }
    if(y!=0){printf(""NO"");}
    else{printf(""Yes"");}
  
    return 0;
    
}","#include <stdio.h>
int main(){
    int n,i,j,x=0,y=0;
    scanf(""%d"",&n);
    int a [n];
    for(i=0;i<n;i++){scanf(""%d"",&a[i]);}
    for(i=0;i<n;i++){
        for(j=0;j<n;j++){
            if(a[i]==a[j]){x++;}
        }
        if(x!=a[i]){y++;}
    }
    if(y!=0){printf(""NO"");}
    else{printf(""Yes"");}
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c)
	if((a+b<=c)||(b+c<=a)||(a+c<=b))
	printf(""can not from a traingle"");
	else if(a^2+b^2>c^2||b^2+c^2>a^2||c^2+a^2>b^2)
	printf(""acute traingle"");
	else
	printf(""not acute traingle"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c);
	if((a+b<=c)||(b+c<=a)||(a+c<=b))
	printf(""can not from a traingle"");
	else if(a*a+b*b>c*c||b*b+c*c>a*a||c*c+a*a>b*b)
	printf(""acute traingle"");
	else
	printf(""not acute traingle"");
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
#include<math.h>
int main() {
	int i,j,n;
	scanf(""%d"",&n);
	for(i=(1-n)/2;i<(1+n)/2;i++)
	    for(j=(1-n)/2;j<(1+n)/2;j++)
	        {if(abs(j)+abs(i)<(1+h)/2)
	            printf(""*"");
	        else if(j<0)
	            printf("" "");
	        printf(""\n"");}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
#include<math.h>
int main() {
	int i,j,n;
	scanf(""%d"",&n);
	for(i=(1-n)/2;i<(1+n)/2;i++)
	    for(j=(1-n)/2;j<(1+n)/2;j++)
	        {if(abs(j)+abs(i)<(1+n)/2)
	            printf(""*"");
	        else if(j<0)
	            printf("" "");
	        printf(""\n"");}
	return 0;
}"
"#include <stdio.h>
int main(){
    int i;
    intj;
    int n;
    scanf(""%d\n"",&n);
    int a[n];
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
    }
    scanf(""\n"");
    int b[n];
    for(i=0;i<n;i++){
        scanf(""%d"",&b[i]);
    }
    
    for(i=0;i<n;i++){
        i=b[j];
        printf(""%d"",a[j]);
    }
    
    printf(""end""); //do not modify this 
    return 0;
}","#include <stdio.h>
int main(){
    int i;
    int j=0;
    int n;
    scanf(""%d\n"",&n);
    int a[n];
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
    }
    scanf(""\n"");
    int b[n];
    for(i=0;i<n;i++){
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++){
        i=b[j];
        printf(""%d"",a[j]);
    }
    printf(""end""); //do not modify this 
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
fib(int arr,int n)
{
    int i;
    arr[i]=a[i-1]+a[i-2];
}
int main() {
    int t,i;
	scanf(""%d"",&t);
	int n=strlen(t)
	int k[n];
	for(i=0;i<n;i++)
	{
	    scanf(""%d"",k[i]);
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
#include <string.h>
fib(int n)
{
    int i,arr[n];
    for(i=0;i<n;i++){
    arr[i]=arr[i-1]+arr[i-2];
    arr[0]=1;arr[1]=1;
    }
    int j=arr[i];
    return j;
}
int main() {
    int t,i;
	scanf(""%d"",&t);
	int n=strlen(t);
	int b[n],k[n];
	for(i=0;i<n;i++)
	{
	    scanf(""%d"",k[i]);
	}
	for(i=0;i<n;i++){
	    b[i]=fib(k[i]);
	}
	for(i=0;i<n;i++){
	    printf(""%d"",b[i]);
	}
	return 0;
}"
"#include <stdio.h>
int main(){
    int n,m,count=0;
    int arr[n];
    for(i=0;i<n;i++)
        scanf(""%d"",&arr[i]);
    m=arr[0];
  
    for(i=1;i<n;i++){
        if (i==m){
            count++;
            m=arr[i];
        }
        if(m==arr[0]&&count!=0)
             break;
    
    }
    printf(""%d %d"",count+1,count);
        
    
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,count=0,i;
    int arr[n];
    for(i=0;i<n;i++)
        scanf(""%d"",&arr[i]);
    m=arr[0];
    for(i=1;i<n;i++){
        if (i==m){
            count++;
            m=arr[i];
        }
        if(m==arr[0]&&count!=0)
             break;
    }
    printf(""%d %d"",count+1,count);
    return 0;
}"
"#include <stdio.h>

int main()
{
    int i,j,N,temp,b=0;
    scanf(""%d"",&N);
    int arr[N];
    for(i=0;i<N;i++)
    scanf(""%d"",&arr[i]);
    while(b==0)
    {
        b=1;
        for(j=0;j<N-1;j++)
        {
            if(arr[j]>arr[j+1])
            {
                temp=arr[j];
                arr[j]=arr[j+1];
                arr[j+1]=temp;
            }
        }
        for(i=0;i<N-1;i++)
            if(arr[i]>arr[i+1])
            {
                b=0;
                break;
            }   
    }
    if((N%2)!=0)
    printf(""%d"",arr[N/2]);
    else
    {
        float x = (arr[N/2]+arr[N/2-1])/2.0
        printf(""%.1f"",x);
    }
    return 0;
}","#include <stdio.h>
int main()
{
    int i,j,N,temp,b=0;
    scanf(""%d"",&N);
    int arr[N];
    for(i=0;i<N;i++)
    scanf(""%d"",&arr[i]);
    while(b==0)
    {
        b=1;
        for(j=0;j<N-1;j++)
        {
            if(arr[j]>arr[j+1])
            {
                temp=arr[j];
                arr[j]=arr[j+1];
                arr[j+1]=temp;
            }
        }
        for(i=0;i<N-1;i++)
            if(arr[i]>arr[i+1])
            {
                b=0;
                break;
            }   
    }
    if((N%2)!=0)
    printf(""%d"",arr[N/2]);
    return 0;
}"
"#include <stdio.h>
#include<string.h>
int main()
{
    char ch[100];
    scanf(""%s,ch"");
    l=strlen(ch);
    int temp[26]={0};
    for(int i=0;i<l;i++)
    {
        temp[ch[j]-'a']=1
    }
     for(int i=0;i<26;i++)
     printf(""%d"",temp[i]);
    return 0;
}","#include <stdio.h>
#include<string.h>
int main()
{
    char ch[100];
    scanf(""%s,ch"");
    int l=strlen(ch);
    int temp[26]={0};
    for(int i=0;i<l;i++)
    {
        temp[ch[i]-'a']=1;
    }
     for(int i=0;i<26;i++)
     printf(""%d"",temp[i]);
    return 0;
}"
"#include <stdio.h>
int main() {
    // Insert your code here
    int a,b[1000];
    int max=b[0],j=0,k=0,i,min=b[0];
    scanf(""%d"",&a);//inputting the no of people or no of elements in array
    for(i=0;i<a;i++)
{
    scanf(""%d"",&b[i]);//input the amount of money
}
//loop for calculating maximum and minimum values
    for(i=0;i<a;i++)
    {if(b[i]>=max)
      {
          max=b[i];
      j=i;    
      }
      if(b[i]<=min)
      {
          min=b[i];
          k=i;
      }
      
       printf(""%d"",) ;
    }
       b[j]=min;
       b[k]=max;
     
       for(i=0;i<a;i++)
       {
           printf(""%d"",b[i]);
       }
    printf(""end""); //do not modify this 
    return 0;
}","#include <stdio.h>
int main() {
    int a,b[1000];
    int max=b[0],j=0,k=0,i,min=b[0];
    scanf(""%d"",&a);//inputting the no of people or no of elements in array
    for(i=0;i<a;i++)
{
    scanf(""%d"",&b[i]);//input the amount of money
}
    for(i=0;i<a;i++)
    {if(b[i]>=max)
      {
          max=b[i];
      j=i;    
      }
      if(b[i]<=min)
      {
          min=b[i];
          k=i;
      }
    }
    printf(""%d"",min);
       b[j]=min;
       b[k]=max;
      /* for(i=0;i<a;i++)
       {
           printf(""%d "",b[i]);
       }
    printf(""end""); //do not modify this */
    return 0;
}"
"#include <stdio.h>

int main()
{
    float hig,weg;
    float bmi;
    printf(""please enter the height and weight\n"");
    scanf(""%f%f"",&hig,&weg)
    printf(""the height and weight are %fand %fn"",hig,weg);
    bmi=weg/(hig*hig);
    
    printf(""%f"",bmi);
    
if(bmi<18.5)
{
    printf(""you have low weight\n"");
}
if(bmi>=18.5 && bmi<25)
{
    printf(""you have normal weight\n"");
}
if(bmi>=25 && bmi<30)
{
    printf(""Obesity//(1st-degree)"");
}
if(bmi>=30 && bmi<35)
{
    printf(""Obesity//(2nd-degree)"");
}	
if(bmi>=35 && bmi<40)
{
    printf(""obesity//(3rd-degree)"");
}
if(bmi>=40)
{
    printf(""obesity//(4th-degree)"");
}

	return 0;
}","#include <stdio.h>
int main()
{
    float hig,weg;
    float bmi;
    printf(""please enter the height and weight\n"");
    scanf(""%f%f"",&hig,&weg);
    printf(""the height and weight are %f and %f\n"",hig,weg);
    bmi=weg/(hig*hig);
    printf(""%f"",bmi);
if(bmi<18.5)
{
    printf(""you have low weight\n"");
}
if(bmi>=18.5 && bmi<25)
{
    printf(""you have normal weight\n"");
}
if(bmi>=25 && bmi<30)
{
    printf(""Obesity//(1st-degree)"");
}
if(bmi>=30 && bmi<35)
{
    printf(""Obesity//(2nd-degree)"");
}	
if(bmi>=35 && bmi<40)
{
    printf(""obesity//(3rd-degree)"");
}
if(bmi>=40)
{
    printf(""obesity//(4th-degree)"");
}
	return 0;
}"
"#include <stdio.h>

int main(){
    int m,n,i;
    scanf(""%d %d"",&m,&n);
    for(i=1;i<=n;i++)
    {
        if(i!=1 && m%i=0)
        {
            c++;
        }
        else
        {
            c=0;
        }
    }
    else if(c==m)
    {
        printf(""YES"");
    }
    else
    {
        printf(""NO"");
    }
    
    return 0;
}","#include <stdio.h>
int main(){
    int m,n,i,c;
    scanf(""%d %d"",&m,&n);
    for(i=1;i<=n;i++)
    {
        if(i!=1 && m%i==0)
        {
            c++;
        }
        else
        {
            c=0;
        }
    }
    if(c==m)
    {
        printf(""YES"");
    }
    else
    {
        printf(""NO"");
    }
    return 0;
}"
